,artist,lyrics,song,label
246,Ella Fitzgerald,"There's a song that's really jumping
And the fellas say it's Squatty Roo
And it's really dumping
La-de-doo",Squatty Roo,0.74
247,Ella Fitzgerald,"You must take the ""A"" train
To go to Sugar Hill, way up in Harlem
If you miss the ""A"" train
You'll find you missed the quickest way to Harlem

Hurry, get on, now it's coming
Listen to those rails a-thrumming
All aboard, get on the ""A"" train
Soon you will be on Sugar Hill in Harlem

You must take the ""A"" train
To go to Sugar Hill, way up in Harlem
You must take the ""A"" train
To go to Sugar Hill, way up in Harlem
If you miss the ""A"" train
You'll miss the quickest way to Harlem

Hurry, get on board, it's comin'
Listen to those rails a-thrumming
All aboard, get on the ""A"" train
Soon you will be on Sugar Hill in Harlem

Harlem, boy
Next stop is Harlem
Next stop, Harlem
Come on, get aboard the ""A"" train

Get aboard
Next stop is Harlem
Take the ""A"" train",Take the 'A' Train,0.496
248,Ella Fitzgerald,"We'll have a blue room
A new room for two room
Where every day's a holiday
Because you're married to me.

Not like a ballroom
A small room, a hall room
Where I can smoke my pipe away
With your wee head upon my knee.

We will thrive on, keep alive on
Just nothing but kisses
With mister and missus
On little blue chairs.

You sew your trousseau
And Robinson Crusoe
Is not so far from worldly cares
As our blue room far away upstairs!",The Blue Room,0.671
249,Ella Fitzgerald,"The world is lyrical
Because a miracle
Has brought my lover to me
Though he's some other place, his face I see

At night I creep in bed
And never sleep in bed
But look above in the air
And to my greatest joy, my boy is there

It his prince who walks
Into my dreams and talks

He dances overhead
On the ceiling near my bed
In my sight
Through the night

I try to hide in vain
Underneath my counterpane
There's my love
Up above

I whisper, ""Go away, my lover
It's not fair""
But I'm so grateful to discover
He's still there

I love my ceiling more
Since it is a dancing floor
Just for my love

I whisper, ""Go away, my lover
It's not fair""
But I'm so grateful to discover
He's still there

I love my ceiling more
Since it is a dancing floor
Just for my love
Just for my love",Dancing on the Ceiling,0.214
250,Ella Fitzgerald,"The sleepless nights, the daily fights
The quick toboggan, when you reach the heights
I miss the kisses, and I miss the bites
I wish I were in love again

The broken dates, the endless waits
The lovely loving, and the hateful hates
The conversation, with the flying plates
I wish I were in love again

No more pain, no more strain
Now I'm sane, but I would rather be punched, drunk

The pulled out fur, of cat and cur
The fine mismating, of a him and her
I've learned my lesson, but I wish I were
In love again

The furtive sigh, the blackened eye
The words: ""I love you, 'til the day I day""
The self deception, that believes the lie
I wish I were in love again

When love congeals, it soon reveals
The faint aroma, of performing seals
The double-crossing, of a pair of heals
I wish I were in love again

No, no more care, no, no despair
Now I'm all there (now), but I'd rather be punk drunk

Believe me sir, I much prefer
The classic battle, of a him and her
I don't like quiet, and I wish I were
In love again, in love again, in love again",I Wish I Were in Love Again,0.641
251,Ella Fitzgerald,"Once I laughed when I heard you saying
That I'd be playing solitaire
Uneasy in my easy chair
It never entered my mind
And once you told me I was mistaken

That I'd awaken with the sun
And ordered orange juice for one
It never entered my mind
You had what I lack, myself

Now I even have to scratch my back myself
Once you warned me that if you scorned me
I'd say a lonely prayer again
And wish that you were there again
To get into my hair again
It never entered my mind

Once you warned me that if you scorned me
I'd say a lonely prayer again
And wish that you were there again
To get into my hair again
It never entered my mind",It Never Entered My Mind,0.124
252,Ella Fitzgerald,"Johnny could only sing one note
And the note he sings was this
Ah!
Poor Johnny one-note
sang out with ""gusto""
And just overlorded the place
Poor Johnny one-note
yelled willy nilly
Until he was bleu in the face
For holding one note was his ace
Couldn't hear the brass
Couldn't hear the drum
He was in a class
By himself, by gum!

Poor Johnny one-note
Got in Aida
Indeed a great chance to be brave
He took his one note
Howled like the North Wind
Brought forth wind that made critics rave,
While Verdi turned round in his grave!

Couldn't hear the flute
Or the big trombone
Ev'ry one was mute
Johnny stood alone.
Cats and dogs stopped yapping
Lions in the zoo
All were jealous of Johnny's big trill
Thunder claps stopped clapping,
Traffic ceased its roar,
And they tell us Niag'ra stood still.
He stopped the train whistles,
Boat whistles,
steam whistles,
Cop whistles,
all whistles bowed to his skill
Sing Johnny One-Note,
Sing out with ""gusto"" and
Just overwhelm all the crowd
Ah!
So sing Johnny One-Note, out loud!!
Sing Johnny One-Note
Sing Johnny One-Note out loud!",Johnny One Note,0.854
253,Ella Fitzgerald,"When you were very young
The world was younger than you
As merry as a carousel

The circus tent was thrilling
With every star in the sky
Above the rings you loved so well

Now the young world has grown old
Gone is the silver and gold

Sit there, and count your fingers
What can you do?
Old girl you're through
Just sit there, and count your little fingers
Unhappy little girl blue

Sit there, and count the raindrops
Falling on you
It's time you knew
That all you can count on are the raindrops
That fall on little girl blue

No use, old girl
You might as well surrender
Your hopes are getting slender
Why won't somebody send a tender little boy
To cheer up little girl blue?",Little Girl Blue,0.182
254,Ella Fitzgerald,"Summer journeys to Niagara and to other places
Aggravate all our cares, we'll save our fares
I've a cozy little flat in what is known as old Manhattan
We'll settle down right here in town

We'll have Manhattan, the Bronx and Staten Island too
It's lovely going through the zoo
It's very fancy on old Delancy Street, you know
The subway charms us so, when balmy breezes blow to and fro

And tell me what street compares with Mott Street in July?
Sweet pushcarts gently gliding by
The great big city's a wondrous toy just made for a girl and boy
We'll turn Manhattan into an isle of joy

We'll go to Yonkers where true love conquers in the whiles
And starve together, dear, in Chiles
We'll go to Coney and eat baloney on a roll
In Central Park we'll stroll, where our first kiss we stole, soul to soul

And ""My Fair Lady"" is a terrific show, they say
We both may see it close some day
The city's glamor can never spoil the dreams of a boy and goil
We'll turn Manhattan into an isle of joy",Manhattan,0.415
255,Ella Fitzgerald,"Spring is here! Why doesn't my heart go dancing?
Spring is here! Why isn't the waltz entrancing?
No desire, no ambition leads me
Maybe it's because nobody needs me
Spring is here! Why doesn't the breeze delight me?
Stars appear, why doesn't the night invite me?
Maybe it's because nobody loves me
Spring is here I hear
 
Spring is here! Why doesn't my heart go dancing?
Spring is here! Why isn't the waltz entrancing?
No desire, no ambition leads me
Maybe it's because nobody needs me
Spring is here! Why doesn't the breeze delight me?
Stars appear, why doesn't the night invite me?
Maybe it's because nobody loves me
Spring is here I hear",Spring Is Here,0.219
256,Ella Fitzgerald,"I've been married, and married, and often I've sighed
""I'm never a bridesmaid, I'm always a bride""

I never divorced them, I hadn't the heart
Yet remember these sweet words, ""'till death do us part""

I married many men, a ton of them
Because I was untrue to none of them
Because I bumped off every one of them
To keep my love alive

Sir Paul was frail, he looked a wreck to me
At night he was a horse's neck to me
So I performed an appendectomy
To keep my love alive

Sir Thomas had insomnia, he couldn't sleep at night
I bought a little arsenic, he's sleeping now all right

Sir Philip played the harp, I cussed the thing
I crowned him with his harp to bust the thing
And now he plays where harps are just the thing
To keep my love alive
To keep my love alive

(bridge)
I thought Sir George had possibilities
But his flirtations made me ill at ease
And when I'm ill at ease, I kill at ease
To keep my love alive

Sir Charles came from a sanatorium
And yelled for drinks in my emporium
I mixed one drink, he's in memorium
To keep my love alive

Sir Francis was a singing bird, a nightingale, that's why
I tossed him off my balcony, to see if he, could fly

Sir Atherton indulged in fratricide,
He killed his dad and that was patricide
One night I stabbed him by my mattress-side
To keep my love alive
To keep my love alive
To keep my love alive",To Keep My Love Alive,0.512
257,Ella Fitzgerald,"It seems we stood and talked like this, before
We looked at each other in the same way then
But I can't remember where or when

The clothes you're wearing are the clothes, you wore
The smile you are smiling you were smiling then
But I can't remember where or when

Some things that happened for the first time
Seem to be happenin' again
And so it seems that we have met before
And laughed before, and loved before
But who knows where or when

Some things that happened for the first time
Seem to be happenin' again
And so it seems that we have met before
And laughed before, and loved before
But who knows where or when

Transcribed by Todd Peach 
When you're awake, the things you think
Come from the dream you dream
Thought has wings, and lots of things
Are seldom what they seem
Sometimes you think you've lived before
All that you live to day
Things you do come back to you
As though they knew the way
Oh the tricks your mind can play",Where or When,0.248
258,Ella Fitzgerald,"Though I know that we meet every night
And we couldn't have change since the last time,
To my joy and delight,
It's a new kind of love at first sight.
Though it's you and it's I all the time
Every meeting's marvelous pastime.
You're increasingly sweet,
So whenever we happened to met
I greet you 

With a song in my heart
I behold your adorable face.
Just a song at the start
But it soon is a hymn to your grace.
When the music swells
I'm touching you hand
It tells that you're standing near, and 

At the sound of your voice
Heaven opens his portals to me.
Can I help but rejoice
That a song such as ours came to be?
But I always knew
I would live life through
With a song in my heart for you.

Oh, the moon's not a moon for a night
And these stars will not twinkle and fade out,
And the words in my ears
Will resound for the rest of my years.
In the morning I find with delight
Not a note of our music is played out.
It will be just as sweet,
And an air that I'll live to repeat:
I greet you 

With a song in my heart
I behold your adorable face.
Just a song at the start
But it soon is a hymn to your grace.
When the music swells
I'm touching you hand
It tells that you're standing near, and 

At the sound of your voice
Heaven opens his portals to me.
Can I help but rejoice
That a song such as ours came to be?
But I always knew
I would live life through
With a song in my heart for you.",With a Song in My Heart,0.271
259,Ella Fitzgerald,"Old Peter Minuet had nothing to lose when he bought the isle of Manhattan
For twenty-six dollars and a bottle of booze and they threw in the Bronx and Staten
Pete thought that he had the best of the bargin but the poor red man just grinned,
And he grunted ""ugh!"" meaning okay in his jargon for he knew poor Pete was skinned.
We`ve tried to run the city....but the city ran away...
And now Peter Minuet
We can`t continue it...

Broadway`s turning into Coney,
Champagne Charlie`s drinking gin,
Old New York is new and phony
Give it back to the Indians!

Two cents more to smoke a Lucky,
Dodging buses keep you thin,
Now New York is simply ducky,
Give it back to the Indians!

Take all the reds, on the boxes made for soap
Whites on Fifth Avenue
Blues down in Wall Street losing hope..
Big bargain today...Chief take it away!

Come you busted city slickers,
Better take it on the chin
Father Nick has lost his knickers
Give it back to the Indians!

Take all the reds, on the boxes made for soap
Whites on Fifth Avenue
Blues down in Wall Street losing hope..
Big bargain today... Chief take it away!

Come you busted city slickers,
Better take it on the chin
Father Nick has lost his knickers
Give it back to the Indians!",Give It Back to the Indians,0.693
260,Ella Fitzgerald,"Here in my arms it's adorable!
It's deplorable
That you were never there.

When little lips are so kissable
It's permissible
For me to ask my share.

Next to my heart it is ever so lonely.
I'm holding only air.

While here in my arms it's adorable!
It's deplorable
That you were never there.",Here in My Arms,0.562
261,Ella Fitzgerald,"A B CD E F G
I never learned to spell,
At least not well.

1 2 3 4 5 6 7
I never learned to count,
A great amount.

But my busy mind is burning to use what learning I`ve got,
I won`t waste any time,
I`ll strike while the iron is hot.

If they asked me, I could write a book
About the way you walk, and whisper, and look.
I could write a preface
On how we met
So the world would never forget.

And the simple secret of the plot
Is just to tell them that I love you a lot.
And the world discovers
As my book ends,
How to make two lovers
Of friends.

And the simple secret of the plot
Is just to tell them that I love you a lot.
And the world discovers
As my book ends,
How to make two lovers
Of friends.",I Could Write a Book,0.181
262,Ella Fitzgerald,"Once I was young --
Yesterday, perhaps --
Danced with Jim and Paul
And kissed some other chaps.

Once I was young,
But never was naive.
I thought I had a trick or two
Up my imaginary sleeve.

And now I know I was naive.
I didn't know what time it was
Then I met you.
Oh, what a lovely time it was,

How sublime it was too!
I didn't know what day it was
You held my hand.
Warm like the month of May it was,

And I'll say it was grand.
Grand to be alive, to be young,
To be mad, to be yours alone!
Grand to see your face, feel your touch,

Hear your voice say I'm all your own.
I didn't know what year it was
Life was no prize.
I wanted love and here it was

Shining out of your eyes.
I'm wise,
And I know what time it is now.
Grand to be alive, to be young,

To be mad, to be yours alone!
Grand to see your face, feel your touch,
Hear your voice say I'm all your own.
I didn't know what year it was

Life was no prize.
I wanted love and here it was
Shining out of your eyes.
I'm wise,

And I know what time it is now.",I Didn't Know What Time It Was,0.235
263,Ella Fitzgerald,"Wait till you see him
See how he looks
Wait till you hear him laugh.

Painters of paintings
Writers of books
Never could tell the half.

Wait till you feel
The warmth of his glance,
Pensive and sweet and wise.

All of it lovely
All of it thrilling
I'll never be willing to free him.

When you see him
You won't believe your eyes
You won't believe your eyes.",Lover,0.237
264,Ella Fitzgerald,"I laughed at sweethearts I met at schools
All indiscreet hearts Seemed romantic fools
A house in Iceland was my heart`s domain
I saw your eyes, now castles rise in Spain!

I took one look at you, that`s all I meant to do
And then my heart stood still,
My feet could step and walk, my lips could move and talk
And yet my heart stood still

Though not a single word was spoken, I could tell you knew
That unfelt clasp of hands told me so well you knew
I never lived at all until the thrill of that moment when
My heart stood still

Through all my school days, I hated boys
Those April Fool days brought me loveless joys
I read my Plato, Love, I thought a sin
But since your kiss, I`m reading Missus Glyn!",My Heart Stood Still,0.208
265,Ella Fitzgerald,"My romance doesn't have to have a moon in the sky
My romance doesn't need a blue lagoon standing by
No month of may, no twinkling stars
No hide away, no softly guitars

My romance doesn't need a castle rising in spain
Nor a dance to a constantly surprising refrain
Wide awake I can make my most fantastic dreams come true

My romance doesn't need a thing but you
My romance doesn't need a thing but you",My Romance,0.143
266,Ella Fitzgerald,"I work at the Palace ballroom, but gee that palace is cheap
When I get back to my chilly hall room, I'm much too tired to sleep
I'm one of those lady teachers, a beautiful hostess you know

One that the palace features, at exactly a dime a throw.
Ten cents a dance, that's what they pay me
Gosh how they weigh me down.

Ten cents a dance, pansies and rough guys, tough guys who tear my gown.
Seven to midnight I hear drums, loudly the saxophone blows,
Trumpets are tearing my ear-drums, customers crush my toes.
Sometimes I think, I've found my hero
But it's a queer romance

All that you need is a ticket,
Come on big boy, ten cents a dance.
Fighters and sailers and bow-legged tailors
Can pay for their tickets & rent me
Butchers and barbers and rats from the harbor
Are sweethearts my good luck has sent me
Thought I've a chorus of elderly bows
Stockings are porous with holes at the toes
I'm here till closing time
Dance and be merry it's only a dime
Sometimes I think, I've found my hero
But it's a queer romance

All that you need is a ticket.
Come on, come on big boy, ten cents a dance.",Ten Cents a Dance,0.192
267,Ella Fitzgerald,"Wait 'til you see him
See how he looks
Wait 'til you hear him laugh.

Painters of paintings
Writers of books
Never could tell the half.

Wait 'til you feel
The warmth of his glance,
Pensive and sweet and wise.

All of it lovely
All of it thrilling
I`ll never be willing to free him.

When you see him
You won`t believe your eyes
You won`t believe your eyes.",Wait Till You See Her,0.242
268,Ella Fitzgerald,"I was a stranger in the city
Out of town were the people i knew
I had that feeling of self-pity
What to do, what to do, what to do
The outlook was decidedly blue

But as i walked through the foggy streets alone
It turned out to be the luckiest day i've known

A foggy day, in London town
Had me low, had me down
I viewed the morning, with much alarm
British museum, had lost its charm

How long i wondered,
Could this thing last
But the age of miracles, hadn't past
For suddenly, i saw you there
And through foggy London town,
The sun was shining everywhere

For suddenly, i saw you there
And through foggy London town,
The sun was shining everywhere

Everywhere
Everywhere
Everywhere",A Foggy Day [#][*],0.443
269,Ella Fitzgerald,"Gee, but it's tough to be broke, kid.
It's not a joke, kid, it's a curse.
My luck is changing, it's gotten from 
simply rotten to something worse
Who knows, some day I will win too. 
I'll begin to reach my prime.

Now though I see what our end is,
All I can spend is just my time.

I can't give you anything but love, baby.
That's the only thing I've plenty of,baby.

Dream awhile, scheme awhile
We're sure to find

Happiness and I guess
All those things you've always pined for.

Gee I'd like to see you looking swell, baby.
Diamond bracelets Woolworth doesn't sell, baby.

Till that lucky day you know darned well, baby.
I can't give you anything but love.

Rome wasn't built in a day, kid.
You have to pay, kid, for what you get.
But I am willing to wait, dear, 
Your little mate, dear, will not forget.

You have a lifetime before you.
I'll adore you, come what may.

Please don't be blue for the present, 
When it's so pleasant to hear you say

I can't give you anything but love, baby.
That's the only thing I've plenty of,baby.

Dream awhile, scheme awhile
We're sure to find

Happiness and I guess
All those things you've always pined for.

Gee I'd like to see you looking swell, baby.
Diamond bracelets Woolworth doesn't sell, baby.

Till that lucky day you know darned well, baby.
I can't give you anything but love.",I Can't Give You Anything But Love [#],0.162
270,Ella Fitzgerald,"I loves you, Porgy
Don't let him take me
Don't let him handle me
And drive me mad
If you can keep me
I wanna stay here with you forever
And I'll be glad

Yes, I loves you, Porgy
Don't let him take me
Don't let him handle me
With his hot hands
If you can keep me
I wants to stay here with you forever
I've got my man

I loves you, Porgy
Don't let him take me
Don't let him handle me
And drive me mad
If you can keep me
I wanna stay here with you forever
I've got my man

Someday I know he's coming to call me
He's going to handle me and hold me
So, it's going to be like dying, Porgy
When he calls me
But when he comes, I know I'll have to go

I loves you, Porgy
Don't let him take me
Honey, don't let him handle me
And drive me mad
If you can keep me
I wanna stay here with you forever
I've got my man","I Loves You, Porgy [#]",0.12
271,Ella Fitzgerald,"It's the wrong time, and the wrong place
Though your face is charming, it's the wrong face
It's not her face, but such a charming face
That it's all right with me

It's the wrong song, in the wrong style
Though your smile is lovely, it's the wrong smile
It's not her smile, but such a lovely smile
That it's all right with me

You can't know how happy i am that we met
I'm strangely attracted to you
There's someone I'm trying so hard to forget
Don't you want to forget someone, too?

It's the wrong game, with the wrong chips
Though your lips are tempting, they're the wrong lips
They're not her lips, but they're such tempting lips
That, if some night, you are free
Then it's all right, yes, it's all right with me",It's All Right with Me [#],0.774
272,Ella Fitzgerald,"As dorothy parker once said
To her boyfriend, ""fare thee well""
As columbus announced
When he knew he was bounced,
""it was swell, isabel, swell""

As abelard said to eloise,
""don't forget to drop a line to me, please""
As juliet cried, in her romeo's ear,
""romeo, why not face the fact, my dear""

It was just one of those things
Just one of those crazy flings
One of those bells that now and then rings
Just one of those things

It was just one of those nights
Just one of those fabulous flights
A trip to the moon on gossamer wings
Just one of those things

If we'd thought a bit, of the end of it
When we started painting the town
We'd have been aware that our love affair
Was too hot, not to cool down

So good-bye, dear, and amen
Here's hoping we meet now and then
It was great fun
But it was just one of those things

If we'd thought a bit, of the end of it
When we started painting the town
We'd have been aware that our love affair
Was too hot, not to cool down

So good-bye, dear, and amen
Here's hoping we meet now and then
It was great fun
But it was just one of those things

Just one of those things",Just One of Those Things [#],0.508
273,Ella Fitzgerald,"I've wined and dined on Mulligan Stew, and never wished for Turkey
As I hitched and hiked and grifted too, from Maine to Albuquerque
Alas, I missed the Beaux Arts Ball, and what is twice as sad
I was never at a party where they honored Noel Ca-ad (Coward)
But social circles spin too fast for me
My ""hobohemia"" is the place to be

I get too hungry, for dinner at eight
I like the theater, but never come late
I never bother, with people I hate
That's why the lady is a tramp

I don't like crap games, with barons and earls
Won't go to Harlem, in ermine and pearls
Won't dish the dirt, with the rest of the girls
That's why the lady is a tramp

I like the free, fresh wind in her hair
Life without care
I'm broke, it's OK
Hate California, it's cold and it's damp
That's why the lady is a tramp

I go to Coney, the beach is divine
I go to ballgames, the bleachers are fine
I follow Winchell, and read every line
That's why the lady is a tramp

I like a prizefight, that isn't a fake
I love the rowing, on Central Park lake
I go to Opera and stay wide awake
That's why the lady is a tramp

I like the green grass under my shoes
What can I lose, I'm flat, that's that
I'm alone when I lower my lamp
That's why the lady is a tramp",The Lady Is a Tramp [#][*],0.529
274,Ella Fitzgerald,"Your lips were like a red and ruby chalice, warmer than the summer night
The clouds were like an alabaster palace rising to a snowy height.
Each star it's own aurora borealis, suddenly you held me tight,
I could see the midnight sun.

I can't explain the silver rain that found me--or was that a moonlight veil?
The music of the universe around me, or was that a nightingale?
And then your arms miraculously found me,suddenly the sky turned pale,
I could see the midnight sun.

Was there such a night, it's a thrill i still don't quite believe,
But after you were gone, there was still some stardust on my sleeve.

The flame of it may dwindle to an ember, and the stars forget to shine,
And we may see the meadow in december, icy white and crystalline.
But oh my darling always i'll remember when your lips were close to mine,
And we saw the midnight sun.",Midnight Sun [#],0.0954
275,Ella Fitzgerald,"Savoy, the home of sweet romance,
Savoy, it wins you with a glance,
Savoy, gives happy feet a chance to dance.
Your old form just like a clinging vine,
Your lips so warm and sweet as wine,
Your cheek so soft and close to mine, divine.

How my heart is singing,
While the band is swinging,
I'm never tired of romping,
And stomping with you at the Savoy.

What joy, a perfect holiday,
Savoy, where we can glide and sway,
Savoy, let me stomp away with you
The home of sweet romance,
It wins you at a glance,
Gives happy feet a chance to dance.

Just like a clinging vine,
So soft and sweet as wine,
So soft and close to mine, divine.

How my heart is singing,
While the band is swinging,
I'm never, never, never tired of romping,
And stomping with you at the Savoy.

What joy, a perfect holiday,
Savoy, where we can glide and sway,
Savoy, let me stomp away with you",Stompin' at the Savoy [#],0.647
276,Ella Fitzgerald,"Oh! Will you never let me be?
Oh! Will you never set me free?
The ties that bound us
Are still around us
There's no escape that I can see
And still those little things remain
That bring me happiness or pain

A cigarette that bears a lipstick's traces
An airline ticket to romantic places
And still my heart has wings
These foolish things remind me of you
A tinkling piano in the next apartment
Those stumbling words that told you what my heart meant
A fair ground's painted swings
These foolish things remind me of you
You came you saw you conquer'd me
When you did that to me
I knew somehow this had to be
The winds of March that make my heart a dancer
A telephone that rings but who's to answer?
Oh, how the ghost of you clings!
These foolish things remind me of you

First daffodils and long excited cables
And candle lights on little corner tables
And still my heart has wings
These foolish things remind me of you
The park at evening when the bell has sounded
The ""Ile de France"" with all the gulls around it
The beauty that is Spring's
These foolish things remind me of you
How strange how sweet to find you still
These things are dear to me
They seem to bring you near to me
The sigh of midnight trains in empty stations
Silk stockings thrown aside dance invitations
Oh, how the ghost of you clings!
These foolish things remind me of you

Gardenia perfume ling'ring on a pillow
Wild strawb'ries only seven francs a kilo
And still my heart has wings
These foolish things remind me of you
The smile of Garbo and the scent of roses
The waiters whistling as the last bar closes
The song that Crosby sings
These foolish things remind me of you
How strange how sweet to find you still
These things are dear to me
They seem to bring you near to me
The scent of smould'ring leaves, the wail of steamers
Two lovers on the street who walk like dreamers
Oh, how the ghost of you clings!
These foolish things remind me of you",These Foolish Things [#],0.167
277,Ella Fitzgerald,"I saw a blind man,
He was a kind man,
Helping a fellow along,
One could not see,
One could not walk,
But they both were humming this song;
 
When you're smiling, When you're smiling, 
The whole world smiles with you,
When you're laughing, When you're laughing,
The sun comes shining through,
But when you're crying you bring on the rain,
So stop your sighing be happy again,
Keep on smiling 'cause when you're smiling,
The whole world smiles with you.
 
I used to worry,
I used to hurry,
Each time it started to rain,
Now I see light,
Learned wrong from right,
And you'll never hear me complain;
 
When you're smiling, When you're smiling, 
The whole world smiles with you,
When you're laughing, When you're laughing,
The sun comes shining through,
But when you're crying you bring on the rain,
So stop your sighing be happy again,
Keep on smiling 'cause when you're smiling,",When You're Smiling (The Whole World Smiles with You) [#][*],0.8
278,Ella Fitzgerald,"Once there was a kiss,
A kiss made of gold,
Made of lover's gold
Because the kiss was true.

Once there was a fool
Who shared this lover's gold,
But, just like a fool,
Its worth she never knew!

Now she walks alone and broken hearted,
For you've heard it told,
A fool and his gold
Are soon parted!

Saddest thing of all,
About the tale I've told,
Is that I'm the fool
Who wasted lover's gold!

Now she walks alone and broken hearted,
For you've heard it told,
A fool and his gold
Are soon parted!

Saddest thing of all,
About the tale I've told,
Is that I'm the fool
Who wasted lover's gold!",Lover's Gold,0.221
279,Ella Fitzgerald,"Bess, you is my woman now
You is, you is
And you must laugh and sing and dance
For two instead of one
Want no wrinkle on yo' brow
Nohow
Because the sorrow of the past is all done, done
Oh, Bess, my Bess

Porgy, I's yo' woman now
I is, I is
And I ain't never goin' nowhere 'less you shares the fun
There's no wrinkle on my brow
Nohow
But I ain't goin', you hear me sayin'
If you ain't goin' with you, I'm stayin'
Porgy, I's yo' woman now
I's yours forever
Mornin' time and evenin' time and
Summer time and winter time

Mornin' time and evenin' time and
Summer time and winter time
Bess, you got yo' man
Bess, you is my woman now and forever
Ths life is jes' begun
Bess, we two is one
Now and forever
Oh, Bess, don't mind those women
You got yo' Porgy
I knows you means it
I seen it in yo' eyes, Bess
We'll go swingin'
Through the years a-singin'

Mornin' time and evenin' time and
Summer time and winter time

Mornin' time and evenin' time and
Summer time and winter time

Oh, my Porgy, my man, Porgy
My Bess, my Bess
From this minute I'm tellin' you
I keep this vow: Porgy, I's yo' woman now

From this minute I'm tellin' you, I keep this vow
Oh, my Bessie, we's happy now; We is one now","Bess, You Is My Woman Now",0.0785
280,Ella Fitzgerald,"Boss, dat bird mean trouble
Once de buzzard fold his wing an' light over yo' house,
All yo' happiness done dead
Buzzard keep on flyin' over, take along yo' shadow

Ain' nobody dead dis mornin'
Livin's jus' begun
Two is strong where one is feeble
Man an' woman livin', workin',

Sharin' grief an' sharin' laughter,
An' love like Augus' sun
Trouble, is dat you over yonder
Lookin' lean an' hungry?

Don' you let dat buzzard keep you
Hangin' round my do'
Ain' you heard de news this mornin'?
Step out, brudder, hit de gravel

Porgy who you used to feed on,
Don' live here no mo'
Ha, ha, ha, ha! Buzzard, on yo' way!
Ole age, what is you anyhow,

Nuttin' but bein' lonely
Pack yo' things an' fly from here,
Carry grief an' pain
Dere's two folks livin' in dis shelter

Eatin', sleepin', singin', prayin'
Ain' no such thing as loneliness
An' Porgy's young again

Buzzard, keep on flyin',
Porgy's young again",Buzzard Song,0.255
281,Ella Fitzgerald,"I wants to stay here,
But I ain`t worthy.
You is too decent to understan`.
For when I see him he hypnotize me.
When he take hold of me with his hot hand.
Someday I know he`s coming back to call me.
He`s goin` to handle me an` hold me so.
It`s goin` to be like dyin`, Porgy, deep inside me -
But when he calls, I know I have to go.

If dere warn`t no Crown, Bess, if dere was only jus` you an`
Porgy, what den?

I loves you, Porgy,
Don` let him take me,
Don` let him handle me an` drive me mad.
If you kin keep me,
I wants to stay here wid you forever,
An` I`d be glad.

There, there, Bess, you don` need to be afraid no mo`,
You`s picked up happiness and laid yo` worries down.
You goin` to live easy, you goin` to live high.
You goin` to outshine every woman in dis town.
An` remember, when Crown come that`s my business, Bess!

I loves you, Porgy,
Don` let him take me
Don` let him handle me
With his hot han`
If you kin keep me
I wants to stay here wid you forever.
I got my man.

What you think I is, anyway,
To let dat dirty houn` dog steal my woman?
If you wants to stay wid Porgy, you goin` stay.
You got a home now, Honey, an` you got love.
So no mo` cryin`, can`t you understan`?
You goin` to go about yo` business, singin` `cause
You got Porgy, you got a man.",I Wants To Stay Here,0.197
282,Ella Fitzgerald,"[Sportin' Life]
It ain't necessarily so,

[All]
It ain't necessarily so.
[Sportin' Life:]
De t'ings dat yo li'ble
To read in de Bible -
It ain't necessarily so.
Lil' David was small, but oh my!

[All]
Lil' David was small, but oh my!
Sportin' Life:
He fought Big Goliath
Who lay down and dieth -
Lil' David was small, but oh my!
Wadoo!

[Ensemble]
Wadoo!

[Sportin' Life]
Zim bam boddle-oo!

[Ensemble]
Zim bam boddle-oo!

[Sportin' Life]
Hoodle ah da waah da!

[Ensemble]
Hoodle ah da waah da!

[Sportin' Life]
Scatty way!

[Ensemble]
Scatty wah!

[Sportin' Life]
Yeah!
Oh Jonah, he lived in de whale

[All]
Oh Jonah, he lived in de whale.

[Sportin' Life]
Fo' he made his home in
Dat fish's abdomen -
Oh Jonah, he lived in de whale.
Lil' Moses was found in a stream

[All]
Lil' Moses was found in a stream

[Sportin' Life]
He floated on water
'Til Ole' Pharaoh's daughter
She fished him, she says from dat stream.
Wadoo!

[Ensemble]
Wadoo!

[Sportin' Life]
Zim bam boddle-oo!

[Ensemble]
Zim bam boddle-oo!

[Sportin' Life]
Hoodle ah da waah da!

[Ensemble]
Hoodle ah da waah da!

[Sportin' Life]
Scatty way!

[Ensemble]
Scatty wah!

[Sportin' Life]
Yeah!
It ain't necessarily so

[All]
It ain't necessarily so

[Sportin' Life]
Dey tell all you chillun
De Debble's a villun
But 'tain't necessarily so.
To get into Hebbben

Don't snap fo' a sebben -
Live clean! Don' have no fault!
Oh, I takes dat gospel
Whenever it's pos'ple -
But wid a grain of salt!
Methus'lah lived nine hundred years,

[All]
Methus'lah lived nine hundred years,

[Sportin' Life]
But who calls dat livin'
When no gal'll give in
To no man what's nine hundred years?
I'm preachin' dis sermon to show
It ain't nessa, ain't nessa,
Ain't nessa, ain't nessa -

[All]
It ain't necessarily so!",It Ain't Necessarily So,0.254
