,artist,lyrics,song,label
418,Ella Fitzgerald,"The crowd sees me out dancing
Carefree and romancing
Happy with my someone new
I'm laughing on the outside
Crying on the inside
'Cause I'm still in love with you

They see me night and daytime
Having such a gay time
They don't know what I go through
I'm laughing on the outside
Crying on the inside
'Cause I'm still in love with you

No one knows it's just a pose
Pretending I'm glad we're apart
And when I cry, my eyes are dry
The tears are in my heart

My darling, can't we make up?
Ever since our breakup
Make believe is all I do
I'm laughing on the outside
Crying on the inside
'Cause I'm still in love
I am still in love with you",Laughin' on the Outside (Crying on the Inside),0.213
419,Ella Fitzgerald,"My gal and I, we had a fight 
And I'm all by myself
I guess she thinks now that she's gone
I'll lay right on the shelf
I'm gonna show her she's all wrong
No lonesome stuff for mine
I won't sit home, all alone
She'll soon find that I'm
 
Runnin' wild,  lost control
Runnin' wild, mighty bold
Feelin' gay, reckless too
Care free mind all the time, never blue
Always goin' don't know where
Always showin', I don't care
Don't love nobody, it's not worth while
All alone, runnin' wild. Runnin' wild
 
When I first met that gal of mine
It seemed just like a dream
But when she tho't she had me right
She started actin' mean
Like mary led her little lamb 
She led me all the time
Until the worm had to turn
That's the reason I'm
 
Runnin' wild,  lost control
Runnin' wild, mighty bold
Feelin' gay, reckless too
Care free mind all the time, never blue
Always goin' don't know where
Always showin', I don't care
Don't love nobody, it's not worth while
All alone, runnin' wild. Runnin' wild
 
No gal will ever make a fool of me
No gal! I mean just what I say
I ain't the simpleton I used to be
Wonder how I got that way
 
Once I was full of sentiment, it's true
But now I got a cruel heart
With all that other foolishness I'm through
Gonna play the Villain part
 
Runnin' wild,  lost control
Runnin' wild, mighty bold
Feelin' gay, reckless too
Care free mind all the time, never blue
Always goin' don't know where
Always showin', I don't care
Don't love nobody, it's not worth while
All alone, runnin' wild. Runnin' wild
",Runnin' Wild,0.705
420,Ella Fitzgerald,"Though you say we're through 
I'll always love you 
And you can depend on me 
Though someone that you've met 
Has made you forget, honey, you know 
You can count on me
When I wish, I wish you success 

And loads, loads of happiness, but, baby, 
I gotta confess I'll be lonely if you ever
Ah, if you ever need a friend 
And you can depend on me 
I'll be yours until the end 

And loads of happiness 
I wish you success 
But, darling, I gotta confess I'm gonna be lonely 
Oh, if you ever, ah, if you ever need a friend 
I'll be right by your side, ah, till the end 
And you can depend on me
You can depend on me",You Can Depend on Me,0.446
421,Ella Fitzgerald,"What a day this has been!
What a rare mood I'm in!
Why, it's almost like being in love
 
There's a smile on my face
For the whole human race
Why it's almost like being in love
 
All the music of life seems to be
Like a bell that is ringing for me
And from the way that I feel
When the bell starts to peal
I would swear I was falling
I could swear I was falling
It's almost like being in love",Almost Like Being in Love,0.673
422,Ella Fitzgerald,"Dites-moi
Pourquoi
La vie est belle,
Dies-moi
Pourquoi
La vie est gai,
Dites-moi
Pourquoi,
Chere Mad'moiselle,
Est-ce que
Parce que
Vous m'aimez?

Dites-moi
Pourquoi,
Chere Mad'moiselle,
Est-ce que
Parce que
Vous m'aimez?

Tell me why
The sky is filled with music,
Tell me why
We fly on clouds above
Can it be
That we
Can fly to music
Just because,
Just because
We're in love?",Dites-Moi,0.602
423,Ella Fitzgerald,"I could have danced all night, I could have danced all night
And still have begged for more
I could have spread my wings and done a thousand things
I've never done before

I'll never know what made it so exciting
Why all at once my heart took flight
I only know when he began to dance with me
I could have danced, danced, danced all night

I could have danced all night, I could have danced all night
And still have begged for more, more, more
I could have spread my wings and done a thousand things
I've never done before

I'll never know what made it so, so exciting
Why all at once my heart took flight
I only know when he began to dance with me
I could have danced, danced, danced all night",I Could Have Danced All Night,0.539
424,Ella Fitzgerald,"No other love have I
Only my love for you
Only the dream we knew
No other love

Watching the night go by
Wishing that you could be
Watching the night with me
Into the night I cry

Hurry home
Come home to me
Set me free
Free from doubt
And free from longing

Into your arms I'll fly
Locked in your arms I'll stay
Waiting to hear you say
No other love have I
No other love

(Into the night I cry) 

Hurry home
Come home to me
Set me free
Free from doubt
And free from longing

Into your arms I'll fly
Locked in your arms I'll stay
Waiting to hear you say
No other love have I
No other love(no other love) 
No other love",No Other Love,0.282
425,Ella Fitzgerald,"Yeahh....
I've got steam heat.
I've got steam heat.
I've got steam heat.
But I need your love to keep away the cold.
I've got steam heat.
I've got steam heat.
I've got steam heat.

But I can't get warm without your hand to hold.
The radiators hissin still I need your kissing to keep me from freezing each night.
I've got a hot water bottle, but nothing I've got'll take the place of you holding me tight.

I've got steam heat.
I've got steam heat.
I've got steam heat.
But I need your love to keep away the cold.

They told me to throw some more coal in the boiler.
They told me to throw some more coal in the boiler.
They told me to throw some more coal in the boiler.
But that don't do no good.
They told me to pour some more oil in the burner.
They told me to pour some more oil in the burner.
They told me to pour some more oil in the burner.
But that don't do no good.

Coal in the boiler. 
No good. 
Oil in the burner. 
No good. 
Cold? 
No! 
Hot? 
Yes! 
yes yes yes come on union get hot!!

I need your love to keep away the cold. 
I need you love to keep away the cold yea!",Steam Heat,0.593
426,Ella Fitzgerald,"All of me, why not take all of me?
Baby, can't you see I'm no good without you?
Take my lips, I'll never use them
Take my arms, I want to lose them

Your goodbye left me with eyes that cry
Tell me how can I go on, dear, without you?
You took the part that once was my heart
So why not take all of me?

All of me, why not take all of me?
Can't you see I'm no good without you?
Take my lips, I want to lose 'em
Take my arms, I'll never use them

Your g-g-goodbye left me with eyes that cry
How can I go on, dear, without you?
You took the part that once was my heart
So why not take all of me?

Come on and take, take all of me",All of Me [*],0.721
427,Ella Fitzgerald,"My heart is sad and lonely
For you I pine, for you dear only
Why haven`t you seen it?
I`m all for you, body and soul

I spend my days in longing
And wondering why it`s me you`re wronging
I tell you I mean it
I`m all for you, body and soul

I can`t believe it, it`s hard to conceive it
That you`d turn away romance.
Are you pretending? It looks like the ending 
Unless I can have
Just one more chance, dear

My life a wreck you`re making
My heart is yours for just the taking
I`ll gladly surrender
Myself to you, body and soul",Body and Soul,0.0938
428,Ella Fitzgerald,"Call me darlin', call me sweetheart, call me dear
Thrill me, darlin', with words I want to hear
In your dark eyes so smilin' a promise I see
But your two lips won't say you care for me

Oh my darlin', if my daydreams would come true
You would meet me at a secret rendezvous
And I'd find the paradise that lies deep in your eyes
Call me darlin', call me sweetheart, call me dear",Call Me Darling [*],0.0886
429,Ella Fitzgerald,"Darn that dream I dream each night
You say you love me and hold me tight
But when I awake and you're out of sight
Oh, darn that dream

Darn your lips and darn your eyes
They lift me high above the moonlit sky
Then I tumble out of paradise
Oh, darn that dream

Darn that one-track mind of mine
I can't understand that you don't care
Just to change the mood I'm in
I'd welcome a nice old nightmare

Darn that dream and bless it too
Without that dream I never have you
But it haunts me and it won't come true
Oh, darn that dream",Darn That Dream,0.448
430,Ella Fitzgerald,"Georgia, Georgia
The whole day through
Just an old sweet song
Keeps Georgia on my mind

I'm say Georgia, Georgia
A song of you
Comes as sweet and clear
As moonlight through the pines

Other arms reach out to me
Other eyes smile tenderly
Still in peaceful dreams I see
The road leads back to you

I said Georgia
Oh Georgia, no peace I find
Just an old sweet song
Keeps Georgia on my mind

Other arms reach out to me
Other eyes smile tenderly
Still in peaceful dreams I see
The road leads back to you

Georgia, Georgia
No peace, no peace I find
Just this old, sweet song
Keeps Georgia on my mind

I said just an old sweet song
Keeps Georgia on my mind",Georgia on My Mind,0.259
431,Ella Fitzgerald,"I've flown around the world in a plane
I've settled revolutions in Spain
The North Pole I have charted, but I can't get
Started with you

Around the golf course I'm under par
And all the movies want me to star
I've got a house, a show place, but I get no
Place with you

You're so supreme, lyrics I write of you
Scheme, just for a sight of you
Dream, both day and night of you
And what good does it do?

In 1929 I sold short
In England I'm presented at court
But you've got me downhearted, cause I can't get
Started with you

You're so supreme, lyrics I write of you
Scheme, just for a sight of you
Dream, both day and night of you
And what good does it do?",I Can't Get Started,0.422
432,Ella Fitzgerald,"Imagination is funny
It makes a cloudy day sunny
Makes a bee think of honey
Just as I think of you

Imagination is crazy
Your whole perspective gets hazy
Starts you asking a daisy
What to do, what to do?

Have you ever felt
A gentle touch and then a kiss
And then and then
Find it's only your imagination again? Oh, well

Imagination is silly
You go around willy-nilly
For example I go around wanting you
And yet I can't imagine that you want me too",Imagination,0.23
433,Ella Fitzgerald,"Heart and soul took control
Took control of me
Paid my dues, spread the news
Hands across the sea
Put me down, turned me 'round
Turned me round to see
Marble halls, open doors
Someone found the key
And it's only what you do
That keeps coming back on you
And it's only what you say
That can give yourself away

Underground sight and sound
Human symphony
Heard the voice, had no choice
Needed to be free
Fly me high, touch the sky
Left the earth below
Heard the line, saw the sign
Knew which way to go
'Cause it's easier to try
Than to prove it can't be done
And it's easier to stay
Than to turn around and run

It's a blue world
It takes somebody to help somebody
Oh, it's a blue world
It's a new world
It needs somebody to love somebody
Oh, it's a blue world

Heart and soul took control
Took control of me
Paid my dues, spread the news
Hands across the sea
Put me down, turned me 'round
Turned me 'round to see
Marble halls, open doors
Someone found the key
And it's only what you do
That keeps coming back on you
And it's only what you say
That can give yourself away
'Cause it's easier to try
Than to prove it can't be done
And it's easier to stay
Than to turn around and run

It's a blue world
It takes somebody to help somebody
Oh, it's a blue world
It's a new world
It needs somebody to love somebody
Oh, it's a blue world
It's a blue world
It takes somebody to help somebody
Oh, it's a blue world
It's a new world
It needs somebody to love somebody
Oh, it's a blue world",It's a Blue World,0.391
434,Ella Fitzgerald,"It's a pity to say goodnight
Because I never saw stars so bright
But if gotta go home, you gotta go home
Give me a goodnight kiss

It's a pity to say farewell
Because the man in the moon won't tell
But if gotta go home, you gotta go home
Give me a goodnight kiss

How's about tomorrow night just you and me?
I'll be waiting for you darling 
Underneath the apple tree

It's a pity to say goodnight
Because I want you to hold me tight
But if gotta go home, you gotta go home
Give me a goodnight kiss",It's a Pity to Say Goodnight,0.702
435,Ella Fitzgerald,"Once she dressed in silks and lace, Owned a Rolls Royce car
Now she seems quite out of place, like a fallen star
Draped around my kitchen sink , Happy as can be
I just have to stop and think, Why she fell for me.

I'm not much to look at, nothing to see
Just glad I'm livin' and lucky to be
I got a woman crazy for me
She's funny that way.

I can't save a dollar, ain't worth a cent
She doesn't holler she'd live in a tent
I got a woman crazy for me
She's funny that way.

Tho' she loves to work and slave for me ev'ry day
She'd be so much better off if I went away.

But why should I leave her, why should I go
She'd be unhappy without me I know
I got a woman crazy for me
She's funny that way.

She should have the very best, Anyone can see
Still she's diff'rent from the rest, satisfied with me.
While I worry plan and scheme, Over what to do
Can't help feeling it's a dream, Too good to be true. 

Never had nothin'; no one to care
That's why I seem to have more than my share,
I got a woman, crazy for me,
She's funny that way.

When I hurt her feelings, once in a while,
Her only answer is one little smile,
I got a woman crazy for me.
She's funny that way.

I can see no other way and no better plan,
End it all and let her go to some better man;
But I'm only human, coward at best
I'm more than certain she'd follow me west,
I got a woman crazy for me,
She's funny that way.",She's Funny That Way,0.31
436,Ella Fitzgerald,"Midnight, you heavy laden, it's midnight
Come on and trade in your old dreams for new
Your new dreams for old
I know where they're bought
I know where they're sold
Midnight, you've got to get there at midnight
And you'll be met there by others like you
Brothers as blue
Smiling on the street of dreams
 
Love laughs at a king
Kings don't mean a thing
On the street of dreams
Dreams broken in two can be made like new 
On the street of dreams
Gold, sliver and gold
All you can hold is in the moonbeams
Poor, no one is poor
Long as love is sure
On the street of dreams
 
Midnight, look at the steeple, it's midnight
Unhappy people, it's ringing with joy
It's ringing with cheer
'Cause yesterday's gone
Tomorrow is near
Midnight, the heart is lighter at midnight
Things will be brighter the moment you find
More of your kind
Smiling on the street of dreams
 
Love laughs at a king
Kings don't mean a thing
On the street of dreams
Dreams broken in two can be made like new 
On the street of dreams
Gold, sliver and gold
All you can hold is in the moonbeams
Poor, no one is poor
Long as love is sure
On the street of dreams
",Street of Dreams,0.233
437,Ella Fitzgerald,"The very thought of you and I forget to do
The little ordinary things that everyone ought to do
I'm living in a kind of daydream
I'm happy as a king
And foolish though it may seem
To me that's everything

The mere idea of you, the longing here for you
You'll never know how slow the moments go till Im near to you
I see your face in every flower
Your eyes in stars above
Its just the thought of you
The very thought of you, my love

The mere idea of you, the longing here for you
You'll never know how slow the moments go till I'm near to you
I see your face in every flower
Your eyes in stars above
Its just the thought of you
The very thought of you, my love",The Very Thought of You,0.445
438,Ella Fitzgerald,"Before I met you no one attracted me
No love thoughts worried or distracted me
My disposition kept exempting me
Until you started in preempting me

And all this while, you've really been tempting me
Maybe you can tell me what we ought to do

Now that you've got me going, what you gonna do?
Is it up to me? Is it up to you?
What kind of game is this we've begun?
Was it done, just for fun?

We have necked, till I'm wrecked
Won't you tell me what you expect?
Is this to be a case of kiss and never tell?
Folly and farewell
Heaven or maybe hell

Which is it going to be, love or gin?
Wife or sin? Let's begin

(bridge)

We have necked, till I'm wrecked
Won't you tell me what you expect?
Is this to be a case of kiss and never tell?
Folly and farewell
Heaven or maybe hell

Which is it going to be, love or gin?
Wife or sin? Let's begin",Let's Begin,0.267
439,Ella Fitzgerald,"Turn off that charm
I'm through with love for awhile
I'm through and yet, you have a fabulous smile
So if I forget

Remind me
Not to find you so attractive
Remind me
That the world is full of men

When I start to miss you
To touch your hand
To kiss you
Remind me
To count to ten

I had a feeling when I met you
You'd drive me crazy if I let you
But all my efforts to forget you
Remind me I'm in love again

I get my heart, well in hand, and I'm certain
That I can take you, or leave you alone
Then you begin that beguine again
And boom, I give in , again
I have a will made of steel, my friend
But when it seems about to bend

Remind me
Not to mention that I love you
Remind me
To be sorry that we met

Although I adore you
Remind me to ignore you
You're one thing I will regret

So when your charm begins to blind me
I'll simply tie my hands behind me
Don't let me kiss you please, remind me
Unless, my darling, you forget",Remind Me,0.167
440,Ella Fitzgerald,"She didn't say yes
She didn't say no
She didn't say stay
She didn't say go

She only knew that he had spied her there
And then she knew he sat beside her there

At first there was heard not one little word
Then coyly she took one sly little look
And something awoke and smiled inside
Her heart began beating wild inside

So what did she do?
I leave it to you
She did just what you'd do too

She didn't say yes
She didn't say no
They very soon stood beside his chateau
They lingered like two poor waifs outside
For well she knew `twas only safe outside

In there it was warm, out there it was cold
The sleet and the storm said, ""Better be bold""
She murmured, ""I'm not afraid of ice,
I only wish that I was made of ice""

So what did she do?
I leave it to you
She did just what you'd do too

She didn't say yes
She didn't say no
She wanted to stay
But knew she should go

She wasn't so sure that he'd be good
She wasn't even sure that she'd be good

She wanted to rest
All cuddled and pressed
A palpable part of somebody's heart
She'd love to be on rapport with him
But not behind a bolted door with him

And what did she do?
I leave it to you
She did just what you'd do too

She didn't say yes
She didn't say no
For heaven was near
She wanted it so

Above her sweet love was beckoning
And yet she knew there'd be a reckoning

She wanted to climb
But dreaded to fall
So bided her time
And clung to the wall

She wanted to act ad libitum
But feared to lose her equilibrium

So what did she do?
I leave it to you
She did just what you'd do too",She Didn't Say Yes,0.488
441,Ella Fitzgerald,"Some day, when I'm awfully low,
When the world is cold,
I will feel a glow just thinking of you

And the way you look tonight.
Yes you're lovely, with your smile so warm
And your cheeks so soft,
There is nothing for me but to love you,
And the way you look tonight.
With each word your tenderness grows,
Tearing my fear apart

And that laugh that wrinkles your nose,
It touches my foolish heart.
Lovely 
Never, ever change.
Keep that breathless charm.
Won't you please arrange it ?
'Cause I love you 

Just the way you look tonight.
Mm, Mm, Mm, Mm,
Just the way you look to-night.",The Way You Look Tonight,0.0788
442,Ella Fitzgerald,"You couldn't be cuter
Plus that
You couldn't be smarter
Plus that
Intelligent face
You have a disgrace
Full charm
For me

You couldn't be keener
You look so fresh from the cleaner
You are the little grand slam
I'll take to my fam-
Ily

My ma will show you an album of me that'll bore you to tears
And you'll attract all the relatives we have dodged for years and years

And what will they tell me?
Exactly, what will they tell me
Let's say you couldn't be nicer
Couldn't be sweeter
Couldn't be better
Couldn't be smoother
Couldn't be cuter, baby, than you are

My ma will show you an album of me that'll bore you to tears
And you'll attract all the relatives we have dodged for years and years

And what will they tell me?
I know just what they will tell me
They'll say you couldn't be nicer
Couldn't be sweeter
Couldn't be better
Couldn't be smoother
Couldn't be cuter, baby, than you are",You Couldn't Be Cuter,0.293
443,Ella Fitzgerald,"She didn't say yes
She didn't say no
She didn't say stay
She didn't say go

She only knew that he had spied her there
And then she knew he sat beside her there

At first there was heard not one little word
Then coyly she took one sly little look
And something awoke and smiled inside
Her heart began beating wild inside

So what did she do?
I leave it to you
She did just what you'd do too

She didn't say yes
She didn't say no
They very soon stood beside his chateau
They lingered like two poor waifs outside
For well she knew 'twas only safe outside

In there it was warm, out there it was cold
The sleet and the storm said better be bold
She murmured, ""I'm not afraid of ice
I only wish that I was made of ice""

So what did she do?
I leave it to you
She did just what you'd do too

She didn't say yes
She didn't say no
She wanted to stay
But knew she should go

She wasn't so sure that he'd be good
She wasn't even sure that she'd be good

She wanted to rest
All cuddled and pressed
A palpable part of somebody's heart
She'd love to be on rapport with him
But not behind a bolted door with him

And what did she do?
I leave it to you
She did just what you'd do too

She didn't say yes
She didn't say no
For heaven was near
She wanted it so

Above her sweet love was beckoning
And yet she knew there'd be a reckoning

She wanted to climb
But dreaded to fall
So bided her time
And clung to the wall

She wanted to act ad libitum
But feared to lose her equilibrium

So what did she do?
I leave it to you
She did just what you'd do too","She Didn't Say ""Yes""",0.488
444,Ella Fitzgerald,"Right here pretty baby sit here on your mommas knee
I want to tell everybody how you've been sending me
Well now if that's you're secret you can keep it to yourself
Cause if you tell me you can bet ill tell someone else
I never loved and I hope I never will because a loving proposition will get somebody killed

Come on lead me pretty baby cause you know I can be led
Squeeze me pretty baby yes until my face turns cherry red
Right here pretty baby sit here onyour mommas knee
Squeeze me pretty baby yes until my face turns cherry red",Cherry Red,0.419
445,Ella Fitzgerald,"Lord, this house is goin' to get raided, yes, sir

Thirty days in jail with my back turned to the wall, turned to the wall
Thirty days in jail with my back turned to the wall
Look here, Mr. Jail-keeper, put another gal in my stall

I don't mind bein' in jail, but I got to stay there so long, so long
I don't mind bein' in jail, but I got to stay there so long, so long
When every friend I have is done shook hands and gone

You better stop your man from tickling me under my chin, under my chin
You better stop your man from tickling me under my chin
'Cause if he keeps on tickling, I'm sure gonna take him on in

Good morning, blues, blues, how do you do? How do you do?
Good morning, blues, blues, how do you do?
Say, I just come here to have a few words with you",Jailhouse Blues,0.336
446,Ella Fitzgerald,"Trouble in mind, I'm blue
But I won't be blue always,
'Cause that sun is gonna shine in my back door someday

Now all you men's the same
But now I'm old enough to change my name
Lord, that sun's gonna shine in my back door someday

I'm gonna lay my head
On that lonesome railroad line
And let the 2:19 ease my troubled mind

Trouble in mind, I'm blue,
But I won't be blue always
Child, that wind's gonna come and blow my blues away!",Trouble in Mind,0.59
447,Ella Fitzgerald,"went to the racetrack my man he won 
He gave his other woman money and didn't give me none 
You don't know, you don't know my mind 
You see me laughin', laughin' just to keep from cryin' 

He said he didn't want me, I wasn't good enough 
I'm gonna get myself another man and call his bluff 
You don't know, you don't know my mind 
You see me laughin', laughin' just to keep from cryin' 

I'm not good lookin', I don't dress fine 
But I'm the kind of mama that will take my time 
You don't know, you don't know my mind 
You see me laughin', laughin' just to keep from cryin' 

You don't know, you don't know, you don't know my mind 
You don't know, you don't know my mind 
You see me laughin', laughin' just to keep from cryin' 

Aw you don't know, you don't know, you don't know my mind 
You don't know, you don't know my mind 
You see me laughin', laughin' just to keep from cryin'",You Don't Know My Mind,0.425
448,Ella Fitzgerald,"Day in, day out
That same old voodoo follows me about
That same old pounding in my heart whenever I think of you
And, darling, I think of you, day in and day out

Day out, day in
I needn't tell you how my days begin
When I awake, I get up with a tingle, one possibility in view
That possibility of maybe seeing you

Come rain, come shine
I meet you and to me the day is fine
Then I kiss your lips and the pounding becomes
The ocean's roar, a thousand drums

Can't you see it's love?
Can there be any doubt
When there it is
Day in and day out?

I'm gonna love you like nobody's loved you, come rain or come shine
I meet you and to me the day is fine
Then I kiss your lips and the pounding becomes
The ocean's roar, a thousand drums

Can't you see it's love
Can there be any doubt
When there it is

There it is, day in, day out
There it is, day in
There it is, there it is
There, there, there it is
There it is, there it is
Day out",Day In - Day Out [#],0.629
449,Ella Fitzgerald,"I said hello, Dolly, 
Well, hello, Dolly
It's so nice to have you back where you belong
You're lookin' swell, Dolly
I can tell, Dolly
You're still glowin'
You're still crowin'
You're still goin' strong
I feel that room swayin'
While the band's playin'
One of your old favourite songs from way back when
So take her wrap, fellas
Find her an empty lap, fellas
Dolly'll never go away again

I said hello, Dolly
Well, hello, Dolly
It's so nice to have you back where you belong
You're lookin' swell, Dolly
I can tell, Dolly
You're still glowin'
You're still crowin'
You're still goin' strong
I feel the room swayin'
While that ole band keeps on playin'
One of your old favourite songs from way back when
So golly, gee, fellas
Find her an empty knee, fellas
Dolly'll never go away
I said she'll never go away
Dolly'll never go away again","Hello, Dolly! [#]",0.705
450,Ella Fitzgerald,"I love the East, I love the West
And North and South they're both the best
But I only want to go there as a guest
'Cause I love being here with you

I love the sea, I love the shore
I love the rocks and what is more
With you there, they'd never be a bore
'Cause I love being here with you

Singing in the shower, laughing by the hour
Life is such a breezy game
Love all kinds of weather 'long as we're together
I love to hear you say my name

I love good wine and fine cuisine
And candle light; I like the scene
But, baby, if you know what I mean
I love being here with you
I love being here with you

I like a dance by Fred Astaire
And Brando's eyes, Yul Brynner's hair
But I think to tell you's only fair
That I love being here with you

And Cary Grant, oh do-dah-day
His utter charm takes me away
But don't get me wrong, how do you say
I love being here with you

Basie's band a-swinging, I like Ella's singing
Because there's something else, you know
They know how to say it, they know how to play it
They wind it up and let it go

I love the thrill of New York shows
I'd love to kiss Durante's nose
But I'd like to say before I close
That I love, and is love, I love being here with you",I Love Being Here With You [#],0.611
451,Ella Fitzgerald,"Perdido
I look for my heart
It`s perdido
I lost it way down in Torito
The day the fiesta started

Bolero
I sway that they play the Bolero
I kissed me the listing sombrero
And that`s when my heart departed

High, was the sun when I held him close
Low, was the moon when we said, adios

Perdido
My heart ever since is Perdido
I know I must go to Torito
To find what I lost Perdido

High, was the sun when I held him close
Low, was the moon when we said, adios

Perdido
Goodnight perdido
I lost perdido",Perdido [#],0.611
452,Ella Fitzgerald,"There's a saying old, says that love is blind
Still we're often told, ""seek and ye shall find""
So I'm going to seek a certain lad I've had in mind

Looking everywhere, haven't found him yet
He's the big affair I cannot forget
Only man I ever think of with regret

I'd like to add his initial to my monogram
Tell me, where is the shepherd for this lost lamb?

There's a somebody I'm longin' to see
I hope that he, turns out to be
Someone who'll watch over me

I'm a little lamb who's lost in the wood
I know I could, always be good
To one who'll watch over me

Although he may not be the man some
Girls think of as handsome
To my heart he carries the key

Won't you tell him please to put on some speed
Follow my lead, oh, how I need
Someone to watch over me

Won't you tell him please to put on some speed
Follow my lead, oh, how I need
Someone to watch over me

Someone to watch over me",Someone to Watch over Me [#],0.198
453,Ella Fitzgerald,"Be wise, be smart, behave, my heart
Don't upset your cart when she's so close
Be soft, be sweet, but be discreet
Don't go off your beat; she's so close for comfort

Too close, too close for comfort; please, not again
Too close, too close to know just when to say when
Be firm, be fair, be sure, beware
On your guard, take care, while there's such temptation

One thing leads to another, too late to run for cover
She's much too close for comfort now

Too close, too close for comfort; please, not again
Too close, too close to know just when to say when
So be firm and be fair, be sure, beware
On your guard, take care, while there's such temptation

One thing leads to another, too late to run for cover
She's much too close for comfort now
Too close, much too close
She's much too close for comfort now",Too Close for Comfort [#],0.882
454,Ella Fitzgerald,"I am not the only traveler
Who has not repaid his debt
I've been searching for a trail to follow again
Take me back to the night we met

And then I can tell myself
What the hell I'm supposed to do
And then I can tell myself
Not to ride along with you

I had all and then most of you
Some and now none of you
Take me back to the night we met
I don't know what I'm supposed to do
Haunted by the ghost of you
Oh, take me back to the night we met

When the night was full of terrors
And your eyes were filled with tears
When you had not touched me yet
Oh, take me back to the night we met

I had all and then most of you
Some and now none of you
Take me back to the night we met
I don't know what I'm supposed to do
Haunted by the ghost of you
Take me back to the night we met","When Lights Are Low/A-Tisket, A-Tasket [#]",0.53
455,Ella Fitzgerald,"Oh, how I love him
But he just doesn't see

Tall and tan and young and handsome
The boy from Ipanema goes walking
And when he passes
Each girl he passes goes, ah

When he walks
He's like a samba
That swings so cool and sways so gentle
That when he passes each girl
He passes goes, ah

Oh, but I watch him so sadly
How can I tell him I love him?
Yes, I would give my heart gladly
But each day
When he walks to the sea
He looks straight ahead, not at me

Tall and tan and young and handsome
The boy from Ipanema goes walking
And when he passes goes, ah

I smile, but he doesn't see (doesn't see)
He just doesn't see; he never sees me",The Boy from Ipanema,0.652
456,Ella Fitzgerald,"Day in - day out
That same old voodoo follows me about
That same old pounding in my heart, whenever I think of you
And baby I think of you
Day in and day out
Day out - day in

I needn't tell you how my days begin
When I awake I get up with a tingle
One possibility in view
That possibility of maybe seeing you
Come rain - come shine

I meet you and to me the day is fine
Then I kiss your lips, and the pounding becomes
An oceans roar, a thousand drums
Can`t you see it`s love, can there be any doubt
When there it is, day in - day out",Day In - Day Out,0.629
457,Ella Fitzgerald,"So you met someone who set you back on your heels, goody goody!
So you met someone and now you know how it feels, goody goody!
Well you gave her your heart too, just as I gave mine to you
And she broke it in little pieces, now how do you do?

So you lie awake just singing the blues all night, goody goody!
And you found that loves a barrell of dynamite!
Hurray and halleluyah, you had it comin to ya
Goody goody for you! goody goody for me! ya I hope you`re 
Satisfied you rascal you!

Do you remember me sittin` all alone waitin` for the tinkle of the telephone? 
Now the action jackson`s turned right around, goody goody!

Yes you remember me, I was all for you, sittin` waitin` hoping like you told me 
Too. Now the action jackson`s turned right around

So you met someone who set you back on your heels, goody goody!
So you met someone and now you know how it feels, 
Hurray and halleluyah, you had it comin to ya.
Goody goody for her. Goody goody for me. And I hope she tans your hide you 
Rascal, I hope your satisfied you rascal. So goody good good for me you rascal 
You!",Goody Goody,0.74
458,Ella Fitzgerald,"Every honey bee fills with jealousy
When they see you out with me

Goodness knows
You're my honeysuckle rose

When you're passin' by, flowers droop and sigh
And I know the reason why

Goodness knows
You're my honeysuckle rose

Don't buy sugar
You just have to touch my cup
You're my sugar
It's sweeter when you stir it up

When I'm taking sips from your tasty lips
Seems the honey fairly drips

Goodness knows
You're my honeysuckle rose

Goodness knows
You're my honeysuckle rose

Don't buy sugar
You just have to touch my cup
You're my sugar
It's sweeter when you stir it up

When I'm taking sips from your tasty lips
Seems the honey fairly drips

Goodness knows
You're my honeysuckle rose",Honeysuckle Rose,0.797
459,Ella Fitzgerald,"I don't go out walking
I ain't for no talking
My baby's done left me
Just a sittin' and a rockin'
If I had been scheming
Instead of just dreaming
He'd never have left me
Just a sittin' and a rockin'

Sittin all day without holding my baby
Makes me so blue and sad
If he don't hurry and come back
It's a cinch to drive me mad
Now if I don't find him
I hope you'll remind him
That I'm staying where he left me
Just a sittin' and a rockin'

All day
Don't go out a walking
And I for no talking
My baby's done left me
Just a sittin' and a rockin'

All day
If I had been scheming
Instead of just dreaming
He'd never have left me
Just a sittin' and a rockin'
Sittin all day without holding my baby

I miss my lonely papa
If he don't hurry and come back
It's a cinch to, I'll blow my toppa
Now if I don't find him
I hope you'll remind him
That I'm staying where he left me
Just a sittin' and a rockin'

Rockin' and a sittin'
Sittin' and a rockin'
All day",Just A-Sittin' and A-Rockin',0.406
460,Ella Fitzgerald,"Somewhere in the night, chasing shadows around the bend
Somewhere in the night, chasing rainbows that have no end
In the misty night, you are mine and you hold me tight

But dreams have a way of calling it a day
My dreams have past, they seldom last
But in my lonely flight, I'll keep searching till day is through
And somewhere in the night, till I find you

Somewhere in the night, chasing shadows around the bend
Somewhere in the night, chasing rainbows that have no end
In the misty night, you are mine and you hold me tight

But dreams have a way of calling it a day
My dreams have past, they seldom last
But in my lonely flight, I'll keep searching till day is through
And somewhere in the night, till I find you",Somewhere in the Night,0.17
